Module	VAT_1	VAT_12	VAT_13	VAT_16	VAT_17	VAT_2	VAT_20	VAT_22	VAT_24	VAT_25	VAT_27	VAT_30	VAT_32	VAT_33	VAT_34	VAT_39	VAT_40	VAT_42	VAT_43	VAT_45	VAT_48	VAT_49	VAT_53	VAT_54	VAT_57	VAT_59	VAT_63	VAT_64	VAT_7	VAT_8	VAT_9
P10_I3_M4	0.144168029252385	0.493356644012236	-0.0902346374112951	-0.235698544995709	-0.0941426515392464	-0.156951095450608	0.124460908735704	0.0139993253160692	-0.201739641875335	-0.065227224874844	-0.0155479185569328	0.184002755584134	0.0627257201885109	-0.163912222293967	-0.115295077738714	-0.260542487740873	-0.106297041443038	-0.0838334637848997	-0.129719739935142	-0.278185065377981	0.0201600032184657	-0.0834725367460466	0.291408169224773	0.0215079065808404	-0.24317491769143	0.153922136748724	0.218889440296928	0.119138829190423	0.222362936268312	0.128727476250092	0.125143986588466
P10_I3_M5	-0.115468145224531	-0.100400987596753	-0.142210355809048	-0.0812504939361897	-0.120442059077767	-0.0681948194393303	-0.0566617947205357	-0.0421365549739969	-0.0831638763627866	0.553674453575014	-0.106635275027387	0.132896954023453	-0.113143691342291	0.333039465515519	0.309023958121511	0.251001789129011	0.101693121368937	-0.0573538368609259	0.0631832551289316	-0.0491403921181769	0.401916778680554	-0.160739249394727	-0.0180040990454591	-0.146978823449427	-0.144696232791715	-0.123560306891296	-0.0649978797182968	-0.0920339794755121	-0.0766619653080406	-0.0834886884522415	-0.0990662685264974
P11_I1_M2	-0.296871568725867	-0.331756307426607	0.401755433026441	0.320124747819977	0.0893324801254883	-0.311168304274525	-0.0583266716057911	-0.0328109067514175	0.0982056449770862	0.0460228717027887	0.138773487823999	0.0256733299838459	-0.0498828687910809	0.0277892595804701	-0.0357825152692289	-0.0458032247459113	-0.0937330830698292	0.0123420755271008	-0.00490334327498431	0.0654607975679152	0.0863648900764504	0.338464775103977	-0.0824233151070175	0.0184956074344246	0.338487328543066	-0.169618081680001	-0.0852095849444766	-0.00480532913248457	-0.015048735903692	-0.0912747090317129	-0.297874179558402
P11_I1_M3	0.040616636799777	0.14792521596069	-0.236924766099127	-0.360082592372436	-0.143787198453747	-0.115975226281064	0.397031967269403	-0.0173276971030486	-0.0180232212157475	0.067639020193773	0.0391997070349297	0.0475567452522202	-0.203057578153139	0.15276477565949	0.144421621351669	-0.0539389429249015	0.413993002545825	0.142903212919667	0.0938728081258555	0.0327508590821978	0.174630069598384	-0.304267784696768	0.190934413266958	-0.178874231645328	-0.299842242977609	0.0473886682384068	0.00231365028388274	0.00397027933360388	-0.0377530156982942	-0.0727560026873896	-0.0973021526081346
P11_I1_M5	0.214106816739257	0.113865991814777	-0.236327363552124	-0.13572111680453	0.0676723698416364	0.178752011254747	0.254991938573955	0.128806918354176	-0.0247276498619784	0.166998134258667	0.0987766777320201	0.193777516103265	0.170147274676836	-0.212725265289889	-0.199065305113226	-0.247789740758836	-0.215248657542494	-0.231144248454823	-0.240384624198722	-0.280200329013934	-0.17545960973492	-0.156017071813698	0.0999167451285807	0.0798174744708347	-0.230292797081484	0.106599565562775	0.120541722466022	0.0567234616274966	0.0882935820628479	0.19910273627252	0.246212842280245
P12_I2_M1	0.0540766413140832	-0.124096818773636	-0.355960413521493	-0.305410399437147	0.144830712308704	0.239227388546657	-0.200399619500749	0.0840997020966779	0.267834494375584	-0.0921743869235823	-0.113358197200494	-0.0360207065906739	0.171943423256916	0.00886177996129078	0.0518478677636491	0.205336253716164	-0.0172362692111984	-0.0919590275971353	0.112428995801802	0.11719606206375	-0.074647679319642	-0.193595555751539	0.0236379345276613	0.210409624533836	-0.393696664505727	0.176774679737255	0.224745959471346	0.0842157318597684	-0.0207064299817169	-0.288359409294991	0.130154326274578
P2_I12_M1	0.0598747567039012	-0.10023545864072	-0.259204264835323	-0.153152597885882	-0.130025677042947	0.0594719821533953	0.0226879394072371	-0.115708655356604	-0.253691899467017	0.145474921157294	-0.0865852469060931	-0.0601084697542606	-0.17169322747453	0.29930475215897	0.324781754780601	0.260533773172661	0.332673482176523	0.207698605711772	0.234821632393106	0.182075550308027	0.180823514478804	-0.267736506953218	-0.0694824557373027	-0.0476428831252995	-0.281542014083797	-0.0995219316964234	-0.0673955178064618	-0.076390859489599	-0.126368241733314	-0.000524282516744939	0.0567875259032476
P2_I12_M10	-0.207693464609146	-0.206633039782859	0.331614189443698	0.314376135125108	-0.0577619430323777	-0.172363074702785	-0.278489785032206	-0.177880617205838	0.0658566368995722	0.253311395344809	0.00979145884464362	0.153365430800592	-0.276747556016556	0.1630132022191	0.154641757797402	0.141023486026301	-0.0188716609283444	-0.103105593355272	0.0127100787821757	0.0287242204998896	0.211303515607521	0.191233095551555	-0.0486826502743127	-0.139605370944472	0.28032848188561	-0.267879240058261	-0.0991386029268201	-0.0778800717199364	0.0399639487713478	-0.016325641718432	-0.202198721291708
P2_I12_M12	-0.11329235370943	-0.111405011709877	0.662034792277958	0.5777422491607	-0.0710016284468282	-0.0449586166485298	-0.105244985661036	-0.0311227170869901	0.0530309100493112	-0.0688861011374251	0.220250680221722	-0.0863669344188266	-0.129120322049393	-0.0404328909826284	-0.0704890510509902	-0.0533552383121794	-0.096036087056541	0.0106229073900992	-0.0980302285217386	0.130182780972629	-0.00440582339250318	0.0383952888690318	-0.0601082606552118	-0.112098194414067	0.0444247511086717	-0.111177335188123	-0.106435061467081	-0.0637979036345185	-0.027895017693543	-0.0404112550282305	-0.0906133417844318
P2_I12_M13	0.134030497780304	0.0518124759097986	-0.467070138042869	-0.373462712976333	0.0870932325606233	-0.00503057791291018	0.0777850353882951	0.0333828230352257	0.324798507269676	0.0560880861794697	-0.0334652218704184	0.0710062015796487	0.0956073279416705	0.0701357790516102	0.0949891605065862	0.0222619760716452	0.0965581895433679	0.0333417864091788	0.107203751341549	-0.0238725579131815	0.0485189623433016	-0.293210352456787	0.0962378514507691	0.00735259642631407	-0.524377877752314	0.204138152467921	0.118122089530091	-0.00665614323774689	-0.0457688791314242	-0.112544014874535	0.0549939933814739
P2_I12_M14	-0.0940720679997203	-0.137417696821335	0.0783683956815812	0.0725146032078906	0.114297599322405	-0.0837009817946057	-0.174265239107316	-0.085295955940728	0.213460341846232	-0.143202604243737	-0.0687067857238701	-0.150827698200146	-0.153642486380046	-0.0980032549811636	-0.0939802864672361	0.0187544170030133	-0.169661879294607	-0.0456526531440789	-0.144651243235504	-0.0370446827744275	-0.111440141338367	0.479795755505608	-0.0398840584746535	0.09800564617442	0.538323759925207	-0.11766795496411	-0.153677126676756	0.14322241122708	0.277817132952624	0.162481059565857	-0.0942463248495096
P2_I12_M15	-0.041122433111154	-0.107294888592975	-0.155179815086551	-0.160276549428268	0.304924031051779	-0.0324964877061525	0.402810624874723	0.291633653170746	0.0848310733228582	0.314877193522841	0.25785301682932	0.368477498644184	0.292664656472189	-0.0660884065456616	-0.0658365949706987	-0.0919851174769637	-0.0751326869869363	-0.0925506177347108	-0.0901775806411663	-0.104179127849005	-0.0614061149313659	-0.150671839754346	-0.0766629400033032	-0.12308858352805	-0.179164974903182	-0.102034445132076	-0.0854192497560984	-0.121691424065221	-0.137619672782936	-0.113310247641781	-0.0846819492600367
P2_I12_M16	-0.162015683250399	-0.139245781173738	0.489443425030731	0.439623979230413	-0.0684417223957248	-0.182827835040934	-0.0252284456041148	-0.0916968066599297	0.0892224469055476	0.026978508569783	0.0728574801247511	-0.000113865650743384	-0.193682697452154	-0.0300196237666344	-0.0575366924772617	-0.121778490018601	-0.0893813787474987	0.000820182634636749	-0.104403535353259	-0.00702409898087693	0.0292665394787439	0.287493843839609	-0.0103307367641896	-0.138838236488176	0.436928878081852	-0.152356932087154	-0.136647567213326	-0.0460181380566511	0.0369124307231021	0.0547524036686255	-0.206711851106427
P2_I12_M17	-0.0373734533553062	-0.184337578600619	0.413409938707123	0.358831210347659	-0.143621360226444	0.0356595462963332	-0.154715213711041	-0.235269872658009	0.00526040277140381	-0.0871481809433405	0.0579350502546233	-0.263747665797745	-0.344294254187137	0.136350694720149	0.0910277861273082	0.0976105210727476	0.141504824491849	0.145368080119603	0.0333897970478321	0.139009942190898	0.00125808971712314	0.174440207002957	-0.170648475627308	-0.0956693181552332	0.28932254894465	-0.246397158953342	-0.190154131207485	-0.0783232028617279	0.0888724969904188	0.0507277093775121	-0.0282789798954538
P2_I12_M18	0.151404464356945	0.200385619008325	-0.112201837072499	-0.0995405315658116	0.0949537716174071	0.0391334797792092	0.203431597037317	0.131905377249445	-0.00175780872230364	0.0930440316689213	0.111241496052091	0.166129523944402	0.122367949698842	-0.270265365377385	-0.228846727453074	-0.313082618481806	-0.282184799967065	-0.226925568700327	-0.301913540284498	-0.332047917172894	-0.201297283068711	0.00956334172796419	0.206692286694978	0.0978780724459175	-0.0981507504115816	0.161314806587361	0.181787417299104	0.114079914454587	0.0979350919488595	0.123845811056586	0.161120695649694
P2_I12_M19	-0.0820212013508683	0.113431036587768	0.388371271380742	0.306529814056216	0.0505314464899172	-0.194652569658651	-0.0313811760471617	0.011466816681264	0.201172032662708	-0.110124092393778	0.101622375020353	0.0472311838005628	0.0152950197028263	-0.221823071769474	-0.270618108655443	-0.219778324603802	-0.347884524745296	-0.135129494879007	-0.265796153233288	-0.114354355420619	-0.138714994959723	0.309349697225881	0.0697309348701078	0.040147581435727	0.281627783442433	0.0137646009866418	0.00910613729690353	0.0595904616193226	0.153288332249577	0.035087232769026	-0.0750656905608656
P2_I12_M2	0.05725583406401	0.149267608368893	-0.195774664228296	-0.210910056304476	-0.130206348651767	-0.157906253649671	0.354333912718357	0.0120398720344055	-0.11979146917202	0.262517208017683	0.0308384979887689	0.166518122982418	-0.175774641033154	0.108299277315668	0.08776795965184	-0.13968658671063	0.211821165009553	0.0787416393371019	0.0584698335112879	-0.137133287184757	0.268451451622847	-0.301651786630848	0.233175008399519	-0.212778108290192	-0.383778697966576	0.0756438320078757	0.0506082683209311	0.00773061702934872	-0.0337245682142812	0.149967287752882	-0.16433092809672
P2_I12_M20	-0.106534137088567	-0.141578935021247	-0.281831470848791	-0.269586715823602	0.199287955817279	-0.0934605879563274	0.233748717652493	0.213313833447894	0.0962242038093735	0.189083296600482	0.168641004987934	0.249816110401885	0.226265390556956	-0.135000524161809	-0.0471479020685949	-0.192495181326437	-0.163316339844133	-0.0947501856068957	-0.181040590973223	-0.18610208917144	-0.0845230532461248	-0.00153599077553472	0.219004569492842	0.173820525444912	-0.0643869878908532	0.19120006447834	0.224626384095744	0.202750434678514	-0.229265012731573	-0.172667069597772	-0.142559717331725
P2_I12_M21	-0.0300231987412507	-0.0223116660972997	-0.0633738211245267	-0.0619984623793187	-0.0241298943063551	-0.0440490737053513	-0.0540430836550752	-0.0334022459636966	-0.0707547941816456	0.0170366862977548	-0.0618045741614467	0.0183737015605287	-0.0572269699420686	-0.0202566640583254	0.0123675142160093	0.970111851005828	-0.0404221514919666	-0.0566910187899538	-0.0291116271933715	-0.046674163747107	-0.00444676785094267	-0.0738402037003625	-0.030310560949627	-0.0560665229938529	0.0651592629725119	-0.0526228642413081	-0.0394081334879627	-0.0401122260063541	-0.0210555993162677	-0.00790145548605269	-0.041011272481144
P2_I12_M3	0.0627221678254831	0.164944554885489	-0.383513453624611	-0.363239948977131	0.0748911724851497	-0.160935458776304	0.242753874910154	0.183786225908006	-0.164281394220507	0.196618675640145	0.0906236540717289	0.286307759267752	0.175627606616628	-0.026463344331336	-0.0129941724336256	-0.130525362415283	-0.033829607737136	-0.0336679543809978	0.000507809528499867	-0.159837019351501	0.136173218258948	-0.232610926269062	0.182572769925979	0.0144963070313912	-0.419997410801411	0.140790448333059	0.136797495544653	0.0476652173125313	-0.0854081744018028	0.0406179836551805	0.029407286519932
P2_I12_M4	0.00878405660114995	-0.024198424793329	-0.446636766093296	-0.380624328274411	0.0606860998436009	-0.0645348115897307	-0.0615459907433072	0.041664615063295	-0.301633216089124	0.126951138690868	-0.0148177407899236	0.120841393805983	0.150153371908623	0.157618316730132	0.186808234469789	0.172107459154203	0.136893857355079	0.0566040146625419	0.183564487933016	0.038680631037216	0.0933150151391425	-0.25864515568424	0.014529536286152	0.191964752820414	-0.394016272143238	0.0446011722204612	0.170335507754369	0.0506703361204642	-0.0741303971924945	-0.140578486667543	0.154587592464134
P2_I12_M5	0.0256959215742415	-0.0203970977452145	-0.330476330435556	-0.230140549053235	0.0164485664166295	-0.179998541555854	0.127778523641563	0.152873427297728	-0.115990021022329	0.353379568043867	0.0376855862451827	0.369969284682148	-0.0468428218972828	0.125196517496922	0.202051397630003	-0.0201743837509383	-0.114868335041931	0.0326297836974058	-0.0537256770960311	-0.106404034696595	0.254246222966137	-0.22974448362499	0.246038218927804	-0.205873431548253	-0.339085197923982	0.146341753799336	0.0957314461119638	0.0749244378181725	-0.139157376024129	-0.0874462336244079	-0.0406661413083744
P2_I12_M6	-0.23927749746698	-0.304284182529105	-0.21140572288594	-0.202439362910375	0.0591133918223446	-0.2043002224696	0.154229862464966	0.101062300305435	-0.025299442123111	0.18810293347228	0.0746527327914828	0.157198910808902	0.0976764844373127	0.170248620513599	0.191805536506452	0.129568420008039	0.172768025351868	0.140144785499877	0.167661789050906	0.115841357168759	0.172589297091077	-0.123608991597147	0.111510305171098	0.0580604465496217	-0.224022049886271	0.0675354341703327	0.104070980389668	0.0543397264378305	-0.350120477112957	-0.331497645637626	-0.271925745392737
P2_I12_M7	0.15539323303681	0.0634813258334606	-0.254393091664002	-0.148146269832477	-0.00604128539219071	0.0845539871988113	0.155716479873173	0.00595132753084804	-0.218183399971214	0.161053885169645	0.0373245851279589	0.0687989303546345	0.0266550373014511	0.196214146716132	0.161064739247932	0.119344800748889	0.253632857079587	0.143531905818991	0.183096245488308	0.0856711619398469	0.174534082682978	-0.38754606828654	-0.157475435232584	-0.19441611538919	-0.443137759263171	-0.181466276127606	-0.163643657131646	-0.186932129097978	0.00442359182962265	0.114761194305531	0.146177970103988
P2_I12_M8	-0.0878847062580311	-0.143076341428433	-0.21404381502758	-0.177837996018033	0.122023932777709	-0.116276532506078	0.209456539841011	0.141839937708015	-0.091512967333436	0.273377782094864	0.138283436943899	0.231734690016488	0.131658768400986	0.197996598318875	0.195534096979173	0.143772243259308	0.200680875858285	0.138546361970987	0.184885569139879	0.113192836010046	0.219698882455604	-0.287460416993531	-0.103075852666012	-0.182028539361951	-0.318062768430883	-0.151128497505716	-0.138687495143305	-0.160623158614478	-0.215729831451933	-0.153238980730454	-0.102014652305276
P2_I12_M9	0.0791709052736797	-0.0345914464481879	-0.371433199226151	-0.325413025859458	-0.0558925383332462	0.435112402795666	0.0224841493337959	0.224700064770714	-0.083872651514583	0.157122070625575	-0.0565927026231363	0.0601988176656218	0.0128694062214612	0.0862940252738413	0.0900108584933736	0.0126955712926973	0.0852792924584425	0.0363858880448447	0.0617569088519113	0.142870187387933	0.111585072019227	-0.325815130493668	0.160987471564034	-0.119350627024904	-0.472521017620616	0.0894954015244931	0.0397016590509131	0.112596991849143	-0.100544952875221	-0.0568636725459887	-0.018426179932207
P3_I9_M1	0.00303373977439971	-0.0967926604019415	-0.325456669255442	-0.234012307394435	-0.0694143755146751	-0.159358306298807	0.0380190643853282	-0.0171383549596965	-0.259688794433683	0.338954423953671	-0.0262228757989877	0.230054154676197	-0.125271087834523	0.255580470898311	0.316964876903283	0.143346917162133	0.117302058795196	0.113278365739135	0.130051372185541	-0.00499609753949587	0.315325076968342	-0.285885814129053	0.129206785994721	-0.0868507850129168	-0.264025036575912	0.0456057440981615	0.0578385599466173	0.0204283821376009	-0.158770642599155	-0.0569166800722271	-0.0841895057976876
P3_I9_M10	-0.0740308736417073	-0.143659607411085	-0.311271020205961	-0.253372970167325	-0.15806956380979	-0.156402745300676	-0.105195638189686	-0.129829494922319	-0.185470509958198	0.1331271539245	-0.118617060638033	-0.0380910934976269	-0.193370741401818	0.272279516017279	0.298306134446189	0.218737520587084	0.237546036742402	0.180568012059083	0.236293181562689	0.132148723282554	0.244237794525826	-0.150338000403631	0.143606507359264	0.0940507095933092	-0.17136016927423	0.103113334405369	0.16758001242482	0.13652655860594	-0.173091297591984	-0.138606602966455	-0.097343806155783
P3_I9_M11	0.225283361885148	0.148169462706671	-0.0299624291912487	0.0365691728100414	-0.215001901614766	0.150233712497861	-0.145718804376145	-0.193973708763205	-0.243023716287482	-0.0319281670418629	-0.137847665856411	-0.161563227167252	-0.207748576855448	0.208021579103724	0.203406360283921	0.169118634519029	0.233183885103909	0.192022766198564	0.212204057858069	0.14694615914643	0.184466612122498	-0.228815011707575	-0.176113705156018	-0.16755302338247	-0.222038900395571	-0.170400004265623	-0.168444091266305	-0.146407089074123	0.108581476834445	0.194237642071131	0.234095139260065
P3_I9_M12	0.00519092053933721	-0.0883654026566866	-0.387340173689649	-0.268086844563401	0.0820360293908727	0.00696851006715021	0.119732341289472	0.0882631485049753	-0.246897199247924	0.204344876877403	0.0540939034684948	0.138532093378262	0.094991419306982	0.185474796044723	0.232016295411623	0.235212768078192	0.206736798048324	0.103905110582369	0.197011959456518	0.152890799257937	0.149037627938541	-0.344647389678909	-0.0993790031199235	-0.0229777785171546	-0.345857140397963	-0.134246107453841	-0.0905643210545166	-0.092851640565559	-0.173981160048648	-0.0559118379981305	0.094666601351129
P3_I9_M13	0.159451792427315	0.106028072155076	-0.185540203478815	-0.11360568147923	-0.323222900566261	0.0645567704968497	-0.211162522508498	-0.276863767098697	-0.28860370750565	-0.0484411864458094	-0.231329697867084	-0.204712148166294	-0.339496241158652	0.199878977846074	0.179033580364734	0.108893041086872	0.209008342679189	0.164584146887899	0.16410093265554	0.0592610174372655	0.17544021135932	-0.132438957462693	0.141220475783316	0.0747045061366727	-0.187723943173134	0.114390942074424	0.144369622345352	0.107285271440077	0.0725637100470039	0.134588455777136	0.163781087910701
P3_I9_M14	0.0353149688118538	0.0290723056292059	-0.320766626857695	-0.306865668243977	-0.0273114003995684	0.346450539884834	0.163190338382359	0.244643793913124	-0.0288488141241279	0.235326547441099	-0.0225372751896334	0.17469478634645	0.00427542786366112	-0.0141192074479851	0.0103955142477298	-0.147222234500307	-0.0220273687842074	-0.0465521314147408	-0.0207962477903428	0.0181378586668534	0.171255914732703	-0.280043282595305	0.296900576190673	-0.162249122347622	-0.398448010194099	0.165276225178147	0.0742195934577743	0.137769733324797	-0.17357716395532	-0.00132472401652063	-0.134234846209811
P3_I9_M15	0.269827125088152	0.209382210271892	-0.26808554218508	-0.141250655774519	-0.118665854667572	0.153287778195049	0.0713949141501713	-0.0795716978039606	-0.366531592014743	0.0987438782533648	-0.0319891517671899	-0.0291628333322404	-0.111671752925253	0.124246911627001	0.113882239149611	0.0391871646525708	0.176593973871415	0.078887704211665	0.126770233449563	-0.042068435273025	0.121590583508771	-0.35368044844507	-0.0278792097746297	-0.0751514717713126	-0.438809033449417	-0.0599260719445404	-0.00438720225672125	-0.0671664980235499	0.10002804578752	0.253696623489155	0.278478065702923
P3_I9_M16	0.16527102129773	0.292405117918518	-0.247045530717186	-0.268093765681474	0.0671817184537607	-0.0448762848356884	0.220520431685746	0.137397050957717	-0.10653375602274	0.107607126350393	0.116212422160385	0.197379357754718	0.119912899171384	-0.204772310301987	-0.156007804354245	-0.27208644210821	-0.18460143383672	-0.149714067499551	-0.17794415040952	-0.277022162915141	-0.0523251897923222	-0.117201852128574	0.207086579351173	0.056782004011685	-0.290166609067763	0.180439468846888	0.215035413649281	0.114670226231897	0.092701056547335	0.0802882640849858	0.177501201197525
